faclid21	JURDID	state	county	faclname	city	zipP	stratum	finalweight	weight	confpop	confpopf	nconpop	nconpopf	totpop	totpopf	noncitz	noncitzf	week	weekn	weekf	adultm	adultmf	adultf	adultff	juvm	juvmf	juvf	juvff	totgender	totgenderf	adltjuv	adltjuvf	conv	convf	convunsent	convunsentf	convsent	convsentf	unconv	unconvf	unconvtrial	unconvtrialf	unconvhold	unconvholdf	unconvother	unconvotherf	s2qII3c	s2qII3cf	white	whitef	black	blackf	hisp	hispf	AIAN	AIANf	asian	asianf	nhopi	nhopif	tworace	tworacef	otherracespec	otherrace	otherracef	racedk	racedkf	racetotal	racetotalf	marshals	marshalsf	bop	bopf	ice	icef	bia	biaf	s2qII5a5spec	s2qII5a5	s2qII5a5f	instatepris	instateprisf	outstatepris	outstateprisf	instatejail	instatejailf	outstatejail	outstatejailf	s2qII5d	s2qII5df	peakdate	peakpop	peakpopf	adp	adpf	rated	ratedf	operation	operationf	design	designf	admis	admisf	release	releasef	convII10a	convII10af	unconvII10a	unconvII10af	convII10b	convII10bf	unconvII10b	unconvII10bf	convII10c	convII10cf	unconvII10c	unconvII10cf	convII10d	convII10df	unconvII10d	unconvII10df	convII10e	convII10ef	unconvII10e	unconvII10ef	convII10f	convfII10f	unconvII10f	unconvII10ff	s2II10gconv	s2II10gconvf	s2II10gfunconv	s2II10gfunconvf	emonitor	emonitorf	homedetn	homedetnf	commsrv	commsrvf	dayreport	dayreportf	pretrial	pretrialf	altwork	altworkf	treatment	treatmentf	otrnonconfs	otrnonconf	otrnonconff	nonconfd	nonconfdf	ADMLNCNF	ADMLNCNFF	ADFMNCNF	ADFMNCNFF	JVMLNCNF	JVMLNCNFF	JVFMNCNF	JVFMNCNFF	NCNFGNDR	NCNFGNDRF	CONVNCNF	CONVNCNFF	UNCNVNCF	UNCNVNCFF	TOTCNVST	TOTCNVSTF	corrstaff	corrstafff	otherstaff	otherstafff	s4qIV1c	s4qIV1cf	assaultstaffYN	assaultcorr	assaultcorrf	assaultotrstaff	assaultotrstafff	deathstaffYN	deathcorr	deathcorrf	deathotrstaff	deathotrstafff	physassault	physassaultf	drugvio	drugviof	alcovio	alcoviof	weapon	weaponf	stolenprop	stolenpropf	escape	escapef	othermajvio	othermajviof	NCONPOP2
011045045060000000200	011045045	1	MADISON COUNTY	MADISON COUNTY DETENTION FACILITY	Huntsville	35804	1	1.0595	1	1035	0	0	9	1035	0	36	1	1	0	0	896	1	137	1	0	9	0	9	1035	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	1035	0	464	1	535	1	36	1	0	0	0	0	0	0	0	0	 	0	0	0	0	1035	0	0	0	0	0	0	9	0	0	 	0	0	31	0	0	9	199	0	0	9	230	0	26	1036	0	926	0	1220	0	1050	0	1220	0	265	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	150	1	20	1	170	1	1	3	1	0	9	2	0	0	0	0	100	1	0	9	0	0	0	9	0	9	0	0	0	0	0
011049049062000000000	011049049	1	MOBILE COUNTY	MOBILE COUNTY JAIL	MOBILE	36601	1	1.0595	1	1630	0	0	0	1630	0	0	9	2	0	0	1361	0	246	0	22	0	1	0	1630	0	23	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	1630	0	553	0	1059	0	0	0	0	0	0	0	0	0	0	0	Other	18	0	0	0	1630	0	38	0	0	0	0	0	0	0	 	0	0	179	0	0	0	0	9	0	9	217	0	29	1630	0	1738	0	1630	0	1803	0	1189	0	522	0	524	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	49	0	245	0	2	0	0	0	0	2	0	0	0	0	0	9	0	9	0	9	0	9	0	9	1	0	0	9	0
011051051061000000000	011051051	1	MONTGOMERY COUNTY	MONTGOMERY COUNTY DETENTION FACILITY	MONTGOMERY	36104	1	1.0595	1	574	0	0	0	574	0	58	0	1	1	0	499	0	70	0	5	0	0	0	574	0	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	574	0	124	0	443	0	7	0	0	0	0	0	0	0	0	0	 	0	0	0	0	574	0	28	0	0	0	0	0	0	0	 	0	0	28	0	0	0	7	0	0	0	63	0	21	619	0	574	0	1200	0	1257	0	1290	0	90	0	96	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	31	0	197	0	2	0	0	0	0	2	0	0	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	1
011056056061000000000	011056056	1	RANDOLPH COUNTY	RANDOLPH COUNTY JAIL	WEDOWEE	36278	9	5.8174	5.5377	74	0	0	0	74	0	0	0	2	0	0	69	0	5	0	0	0	0	0	74	0	0	0	64	1	10	1	54	1	10	1	10	0	0	0	0	0	74	0	41	0	33	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	74	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	7	82	0	70	1	72	0	72	0	72	0	20	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
011057057061000000000	011057057	1	RUSSELL COUNTY	RUSSELL COUNTY JAIL	Phenix City	36868	2	2.4858	2.4167	369	0	0	0	369	0	0	0	1	0	0	320	0	49	0	0	9	0	9	369	0	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	369	0	175	0	194	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	369	0	0	9	0	9	0	9	0	9	 	0	0	0	0	0	9	0	9	0	9	0	9	15	370	0	350	0	235	0	235	0	215	0	90	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
011061061061000000000	011061061	1	TALLEDEGA COUNTY	TALLEDEGA COUNTY JAIL	TALLADEGA	35161	7	1.5369	1.4136	278	0	0	0	278	0	0	0	2	0	0	250	0	28	0	0	0	0	0	278	0	0	0	127	0	47	0	80	0	151	0	151	0	0	0	0	0	278	0	158	0	120	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	278	0	0	0	0	0	0	0	0	0	 	0	0	50	0	0	0	0	0	0	0	50	0	23	293	1	225	1	485	0	485	0	485	0	108	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
011063063061000000000	011063063	1	TUSCALOOSA COUNTY	TUSCALOOSA COUNTY JAIL	TUSCALOOSA	35401	1	1.0595	1	613	0	30	0	643	0	0	9	2	0	0	550	0	63	0	0	0	0	0	613	0	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	613	0	229	0	378	0	5	0	0	0	1	0	0	0	0	0	 	0	0	0	0	613	0	0	0	0	0	0	0	0	0	 	0	0	23	0	1	0	82	0	1	0	107	0	18	640	0	643	0	540	0	540	0	540	0	96	0	94	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	30	0	0	0	0	0	 	0	0	30	0	22	0	8	0	0	0	0	0	30	0	0	0	30	0	30	0	72	0	14	0	86	0	2	0	0	0	0	2	0	0	0	0	76	0	0	0	0	0	4	0	0	0	1	0	0	0	30
011064064062000000000	011064064	1	WALKER COUNTY	WALKER COUNTY JAIL	Jasper	35501	8	2.9619	2.7519	271	0	0	0	271	0	2	0	2	0	0	234	0	36	0	0	0	1	0	271	0	1	0	135	1	112	1	23	1	136	1	126	1	6	1	4	1	271	0	209	0	54	0	6	0	0	0	0	0	0	0	0	0	 	0	0	2	0	271	0	23	0	4	0	0	0	0	0	 	0	0	23	0	0	0	6	0	0	0	56	0	30	275	0	257	1	277	0	277	0	277	0	61	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
012025003061000000000	012025003	1	FORT PAYNE CITY	FORT PAYNE CITY JAIL	FORT PAYNE	35967	10	16.5886	15.7	7	0	0	0	7	0	1	0	1	2	0	4	0	3	0	0	0	0	0	7	0	0	0	5	0	0	0	5	0	2	0	2	0	0	0	0	0	7	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	7	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	24	15	0	10	0	50	0	50	0	50	0	17	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
012035004061000000000	012035004	1	DOTHAN CITY	DOTHAN CITY JAIL	DOTHAN	36303	9	5.8174	5.5377	82	0	0	0	82	0	0	0	1	5	0	67	0	15	0	0	0	0	0	82	0	0	0	34	0	0	9	0	9	48	0	48	0	0	9	0	9	82	0	15	0	63	0	3	0	0	0	0	0	0	0	1	0	 	0	0	0	0	82	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	9	100	0	101	0	100	0	100	0	0	8	170	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
012036005061000000000	012036005	1	SCOTTSBORO CITY	SCOTTSBORO CITY JAIL	SCOTTSBORO	35768	10	16.5886	15.7	32	1	0	0	32	1	0	0	2	0	0	19	1	13	0	0	0	0	0	32	1	0	0	29	1	0	1	29	1	3	1	0	9	0	9	0	9	32	1	29	1	3	1	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	32	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	18	39	1	4	1	40	1	0	9	0	9	28	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
012037003061000000000	012037003	1	BIRMINGHAM CITY	BIRMINGHAM CITY JAIL	BIRMINGHAM	35205	7	1.5369	1.4136	188	0	0	0	188	0	0	0	1	0	0	158	0	30	0	0	0	0	0	188	0	0	0	159	0	0	0	159	0	29	0	29	0	0	0	0	0	188	0	47	0	141	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	188	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	25	204	0	121	0	406	0	406	0	407	0	826	0	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
012037801061000000000	012037801	1	HOOVER CITY	HOOVER CITY JAIL	Hoover	35244	9	5.8174	5.5377	32	0	0	0	32	0	3	0	2	0	0	22	0	10	0	0	0	0	0	32	0	0	0	9	0	0	0	9	0	23	0	23	0	0	0	0	0	32	0	13	0	15	0	4	0	0	0	0	0	0	0	0	0	 	0	0	0	0	32	0	0	0	0	0	3	0	0	0	 	0	0	0	0	0	0	0	0	0	0	3	0	1	56	0	40	0	72	0	72	0	72	0	66	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
031003003061000000000	031003003	3	COCONINO COUNTY	COCONINO COUNTY JAIL	FLAGSTAFF	86001	1	1.0595	1	525	0	0	0	525	0	1	0	1	0	0	433	0	92	0	0	0	0	0	525	0	0	8	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	9	147	1	16	1	94	1	262	1	0	0	0	0	0	0	 	0	0	6	1	525	0	8	0	0	0	1	0	65	0	 	0	0	8	0	2	0	4	0	2	0	90	0	28	527	0	448	0	640	0	512	0	512	0	205	0	203	0	3	0	79	0	5	0	15	0	17	0	19	0	45	0	8	0	10	0	1	0	1	0	0	0	81	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	67	0	159	0	2	0	0	0	0	2	0	0	0	0	76	0	0	9	0	9	0	9	3	0	1	0	2	0	0
031004004061000000000	031004004	3	GILA COUNTY	GILA COUNTY JAIL	GLOBE	85502	8	2.9619	2.7519	153	0	4	0	157	0	0	0	1	8	0	125	0	28	0	0	0	0	0	153	0	0	0	13	0	3	0	10	0	140	0	138	0	2	0	0	0	153	0	90	0	3	0	41	0	13	0	0	0	0	0	3	0	 	0	0	3	0	153	0	0	0	0	0	0	0	0	0	 	0	0	5	0	3	0	5	0	0	0	13	0	25	158	0	140	0	183	0	183	0	183	0	80	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	 	0	0	4	0	4	0	0	0	0	0	0	0	4	0	4	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
031007007060000000700	031007007	3	MARICOPA COUNTY	MARICOPA COUNTY	PHOENIX	85003	1	1.0595	1	7945	0	0	0	7945	0	0	9	1	493	0	6590	0	1270	0	79	0	6	0	7945	0	85	0	2001	0	0	0	2001	0	5944	0	5799	0	70	0	75	0	7945	0	3575	0	1271	0	2624	0	386	0	56	0	0	0	0	0	Other	33	0	0	0	7945	0	7	0	7	0	9	0	0	0	 	0	0	93	0	0	0	42	0	5	0	163	0	27	8019	0	7495	0	9395	0	9395	0	9395	0	2181	0	2021	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1743	1	169	1	1912	1	2	0	0	0	0	2	0	0	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	493
