faclid21	JURDID	state	county	faclname	city	zipP	stratum	finalweight	weight	confpop	confpopf	nconpop	nconpopf	totpop	totpopf	noncitz	noncitzf	week	weekn	weekf	adultm	adultmf	adultf	adultff	juvm	juvmf	juvf	juvff	totgender	totgenderf	adltjuv	adltjuvf	conv	convf	convunsent	convunsentf	convsent	convsentf	unconv	unconvf	unconvtrial	unconvtrialf	unconvhold	unconvholdf	unconvother	unconvotherf	s2qII3c	s2qII3cf	white	whitef	black	blackf	hisp	hispf	AIAN	AIANf	asian	asianf	nhopi	nhopif	tworace	tworacef	otherracespec	otherrace	otherracef	racedk	racedkf	racetotal	racetotalf	marshals	marshalsf	bop	bopf	ice	icef	bia	biaf	s2qII5a5spec	s2qII5a5	s2qII5a5f	instatepris	instateprisf	outstatepris	outstateprisf	instatejail	instatejailf	outstatejail	outstatejailf	s2qII5d	s2qII5df	peakdate	peakpop	peakpopf	adp	adpf	rated	ratedf	operation	operationf	design	designf	admis	admisf	release	releasef	convII10a	convII10af	unconvII10a	unconvII10af	convII10b	convII10bf	unconvII10b	unconvII10bf	convII10c	convII10cf	unconvII10c	unconvII10cf	convII10d	convII10df	unconvII10d	unconvII10df	convII10e	convII10ef	unconvII10e	unconvII10ef	convII10f	convfII10f	unconvII10f	unconvII10ff	s2II10gconv	s2II10gconvf	s2II10gfunconv	s2II10gfunconvf	emonitor	emonitorf	homedetn	homedetnf	commsrv	commsrvf	dayreport	dayreportf	pretrial	pretrialf	altwork	altworkf	treatment	treatmentf	otrnonconfs	otrnonconf	otrnonconff	nonconfd	nonconfdf	ADMLNCNF	ADMLNCNFF	ADFMNCNF	ADFMNCNFF	JVMLNCNF	JVMLNCNFF	JVFMNCNF	JVFMNCNFF	NCNFGNDR	NCNFGNDRF	CONVNCNF	CONVNCNFF	UNCNVNCF	UNCNVNCFF	TOTCNVST	TOTCNVSTF	corrstaff	corrstafff	otherstaff	otherstafff	s4qIV1c	s4qIV1cf	assaultstaffYN	assaultcorr	assaultcorrf	assaultotrstaff	assaultotrstafff	deathstaffYN	deathcorr	deathcorrf	deathotrstaff	deathotrstafff	physassault	physassaultf	drugvio	drugviof	alcovio	alcoviof	weapon	weaponf	stolenprop	stolenpropf	escape	escapef	othermajvio	othermajviof	NCONPOP2
011035035061000000000	011035035	1	HOUSTON COUNTY	HOUSTON COUNTY JAIL	DOTHAN	36301	7	1.4967	1.4136	345	0	4	0	349	0	7	0	2	0	0	280	0	65	0	0	0	0	0	345	0	0	0	60	1	0	9	0	9	285	1	0	9	0	9	20	1	345	0	142	0	192	0	11	0	0	0	0	0	0	0	0	0	 	0	0	0	0	345	0	0	0	0	0	1	0	0	0	 	0	0	55	1	0	0	0	0	0	0	56	1	30	356	0	334	1	398	1	400	1	398	1	1613	1	1379	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	4	1	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	4	1	4	1	0	0	0	0	0	0	4	1	4	1	0	0	4	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	4
011037037060000000100	011037037	1	JEFFERSON COUNTY	JEFFERSON COUNTY	BIRMINGHAM	35203	1	1.0152	1	1155	0	0	0	1155	0	0	9	1	9	0	900	0	132	0	115	0	8	0	1155	0	0	9	170	1	110	1	60	1	985	1	939	1	19	1	27	1	1155	0	380	1	775	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1155	1	19	0	0	0	0	9	0	0	 	0	8	170	0	0	9	123	1	12	0	324	0	19	1225	0	1189	1	1066	0	1035	0	620	0	301	1	181	0	0	0	22	0	0	0	30	0	0	0	7	0	12	0	46	0	9	0	38	0	9	0	8	0	30	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	16	0	159	0	1	2	0	0	0	2	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	9
011041041061000000000	011041041	1	LEE COUNTY	LEE COUNTY DETENTION CENTER	OPELIKE	36803	7	1.4967	1.4136	436	0	0	0	436	0	14	0	1	15	0	368	0	67	0	1	0	0	0	436	0	1	0	223	0	223	0	0	0	213	0	200	0	13	0	0	0	436	0	192	0	226	0	16	0	0	0	2	0	0	0	0	0	 	0	0	0	0	436	0	9	0	0	0	13	0	0	0	 	0	0	22	0	0	0	0	0	0	0	44	0	30	436	0	407	0	424	0	424	0	424	0	156	0	116	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	15
011045045060000000200	011045045	1	MADISON COUNTY	MADISON COUNTY DETENTION FACILITY	Huntsville	35801	1	1.0152	1	914	0	19	0	933	0	30	1	1	0	0	778	0	130	0	5	0	1	0	914	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	914	1	349	0	527	0	38	0	0	0	0	0	0	0	0	0	 	0	0	0	0	914	1	0	0	0	0	0	0	0	0	 	0	0	563	0	0	0	252	0	0	0	815	0	11	968	0	956	0	1220	0	1050	1	1220	1	286	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	9	0	0	0	10	0	0	0	0	0	0	0	0	0	 	0	0	19	0	0	9	0	9	0	9	0	9	19	0	0	9	0	9	19	0	183	0	16	1	199	1	1	10	1	4	1	2	0	0	0	0	8	1	19	1	10	1	10	1	2	1	3	1	60	1	19
011049049062000000000	011049049	1	MOBILE COUNTY	MOBILE COUNTY JAIL	MOBILE	36601	1	1.0152	1	1741	0	0	0	1741	0	0	0	1	3	0	1457	0	256	0	28	0	0	0	1741	0	28	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	1741	0	619	0	1080	0	0	0	0	0	0	0	0	0	0	0	 	0	0	42	0	1741	0	41	0	1	0	0	0	0	0	 	35	0	101	0	0	0	0	0	0	0	178	0	30	1741	0	1482	0	1164	0	0	9	0	9	591	0	564	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	44	0	241	0	1	1	0	0	0	2	0	0	0	0	304	0	0	9	0	9	0	9	0	9	0	0	0	0	3
011051051061000000000	011051051	1	MONTGOMERY COUNTY	MONTGOMERY COUNTY DETENTION FACILITY	MONTGOMERY	36104	1	1.0152	1	537	0	0	0	537	0	0	9	1	3	0	479	0	49	0	9	0	0	0	537	0	9	0	103	0	0	0	103	0	434	0	0	9	0	9	0	9	537	0	102	0	434	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	537	0	13	0	0	0	0	0	0	0	 	0	0	36	0	0	0	5	0	0	0	54	0	16	564	0	553	0	561	0	0	9	0	9	102	0	91	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	42	0	205	0	1	1	0	0	0	2	0	0	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	3
011056056061000000000	011056056	1	RANDOLPH COUNTY	RANDOLPH COUNTY JAIL	WEDOWEE	36278	9	5.9946	5.5377	64	0	0	0	64	0	1	0	1	3	0	56	0	8	0	0	0	0	0	64	0	0	0	52	0	0	0	52	0	12	0	12	0	0	0	0	0	64	0	42	0	21	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	64	0	0	0	0	0	1	0	0	0	 	0	0	16	0	0	0	0	0	0	0	17	0	1	75	0	70	0	72	0	72	0	72	0	12	0	13	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3
011057057061000000000	011057057	1	RUSSELL COUNTY	RUSSELL COUNTY JAIL	Phenix City	36868	2	2.4167	2.4167	307	0	0	0	307	0	0	0	1	3	0	255	0	52	0	0	0	0	0	307	0	0	8	0	9	0	9	0	9	0	9	0	9	0	9	0	9	307	0	166	0	140	0	1	0	0	8	0	0	0	0	0	0	 	0	0	0	0	307	0	0	9	0	9	0	9	0	9	 	0	9	27	0	0	0	0	9	0	9	0	9	11	326	0	323	0	235	0	235	0	215	0	70	0	71	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3
011061061061000000000	011061061	1	TALLEDEGA COUNTY	TALLEDEGA COUNTY JAIL	TALLADEGA	35160	7	1.4967	1.4136	239	0	0	0	239	0	0	0	2	0	0	208	0	31	0	0	0	0	0	239	0	0	0	106	1	65	1	41	1	133	1	133	1	0	0	0	0	239	0	107	0	131	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	239	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	30	239	0	228	0	185	0	185	0	185	0	120	0	116	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0
011063063061000000000	011063063	1	TUSCALOOSA COUNTY	TUSCALOOSA COUNTY JAIL	TUSCALOOSA	35401	1	1.0152	1	609	0	0	0	609	0	8	0	1	12	0	535	0	74	0	0	0	0	0	609	0	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	609	0	227	0	370	0	10	0	0	0	2	0	0	0	0	0	 	0	0	0	0	609	0	0	0	0	0	3	0	0	0	 	0	0	18	0	0	0	3	0	2	0	26	0	30	609	0	628	0	570	0	570	0	570	0	325	0	257	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	15	0	86	0	1	2	0	0	0	2	0	0	0	0	103	0	0	0	0	0	0	0	0	0	1	0	0	0	12
012035004061000000000	012035004	1	DOTHAN CITY	DOTHAN CITY JAIL	DOTHAN	36303	9	5.9946	5.5377	101	0	0	0	101	0	0	0	1	8	0	81	0	20	0	0	0	0	0	101	0	0	0	35	0	0	9	0	9	66	0	66	0	0	0	0	0	101	0	27	0	72	0	2	0	0	0	0	0	0	0	0	0	 	0	0	0	0	101	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	20	116	0	85	0	100	0	100	0	0	9	152	0	92	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	8
012036005061000000000	012036005	1	SCOTTSBORO CITY	SCOTTSBORO CITY JAIL	SCOTTSBORO	35768	10	16.2809	15.7	15	0	0	0	15	0	0	0	2	0	0	10	0	4	0	0	0	1	0	15	0	0	0	5	1	0	1	5	1	10	1	8	1	2	1	0	1	15	1	14	1	1	1	0	1	0	1	0	1	0	1	0	1	 	0	1	0	0	15	1	0	1	0	1	0	1	0	1	 	0	1	0	1	0	1	0	1	0	1	0	1	19	17	0	16	1	40	0	0	9	0	9	26	1	21	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0
012037003061000000000	012037003	1	BIRMINGHAM CITY	BIRMINGHAM CITY JAIL	BIRMINGHAM	35205	7	1.4967	1.4136	129	0	0	0	129	0	0	0	1	0	0	115	0	14	0	0	0	0	0	129	0	0	0	57	0	0	0	57	0	72	0	72	0	0	0	0	0	129	0	46	0	83	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	129	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	18	186	0	131	0	407	0	407	0	407	0	1698	0	1678	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0
