FACLID	JURDID	STATE	COUNTY	FACILITY	CITY	ZIPP	STRATUMNEW	WEIGHT	CONFPOP	CONFPOPF	NCONPOP	NCONPOPF	TOTPOP	TOTPOPF	NONCITZ	NONCITZF	WEEK	WEEKN	WEEKF	ADULTM	ADULTMF	ADULTF	ADULTFF	JUVM	JUVMF	JUVF	JUVFF	TOTGENDER	TOTGENDERF	ADLTJUV	ADLTJUVF	CONV	CONVF	CONVUNSENT	CONVUNSENTF	CONVSENT	CONVSENTF	UNCONV	UNCONVF	UNCONVTRIAL	UNCONVTRIALF	UNCONVHOLD	UNCONVHOLDF	UNCONVOTHER	UNCONVOTHERF	S2QII3C	S2QII3CF	WHITE	WHITEF	BLACK	BLACKF	HISP	HISPF	AIAN	AIANF	ASIAN	ASIANF	NHOPI	NHOPIF	TWORACE	TWORACEF	OTHERRACESPEC	OTHERRACE	OTHERRACEF	RACEDK	RACEDKF	RACETOTAL	RACETOTALF	MARSHALS	MARSHALSF	BOP	BOPF	ICE	ICEF	BIA	BIAF	S2QII5ASPEC	S2QII5A	S2QII5AF	INSTATEPRIS	INSTATEPRISF	OUTSTATEPRIS	OUTSTATEPRISF	INSTATEJAIL	INSTATEJAILF	OUTSTATEJAIL	OUTSTATEJAILF	S2QII5D	S2QII5DF	PEAKDATE	PEAKPOP	PEAKPOPF	ADP	ADPF	RATED	RATEDF	OPERATION	OPERATIONF	DESIGN	DESIGNF	ADMIS	ADMISF	RELEASE	RELEASEF	CONVII10A	CONVII10AF	UNCONVII10A	UNCONVII10AF	CONVII10B	CONVII10BF	UNCONVII10B	UNCONVII10BF	CONVII10C	CONVII10CF	UNCONVII10C	UNCONVII10CF	CONVII10D	CONVII10DF	UNCONVII10D	UNCONVII10DF	CONVII10E	CONVII10EF	UNCONVII10E	UNCONVII10EF	CONVII10F	CONVFII10F	UNCONVII10F	UNCONVII10FF	S2II10GCONV	S2II10GCONVF	S2II10GFUNCONV	S2II10GFUNCONVF	EMONITOR	EMONITORF	HOMEDETN	HOMEDETNF	COMMSRV	COMMSRVF	DAYREPORT	DAYREPORTF	PRETRIAL	PRETRIALF	ALTWORK	ALTWORKF	TREATMENT	TREATMENTF	OTRNONCONFS	OTRNONCONF	OTRNONCONFF	NONCONFD	NONCONFDF	ADMLNCNF	ADMLNCNFF	ADFMNCNF	ADFMNCNFF	JVMLNCNF	JVMLNCNFF	JVFMNCNF	JVFMNCNFF	NCNFGNDR	NCNFGNDRF	CONVNCNF	CONVNCNFF	UNCNVNCF	UNCNVNCFF	TOTCNVST	TOTCNVSTF	CORRSTAFF	CORRSTAFFF	OTHERSTAFF	OTHERSTAFFF	S4QIV1C	S4QIV1CF	ASSAULTSTAFFYN	ASSAULTCORR	ASSAULTCORRF	ASSAULTOTRSTAFF	ASSAULTOTRSTAFFF	DEATHSTAFFYN	DEATHCORR	DEATHCORRF	DEATHOTRSTAFF	DEATHOTRSTAFFF	PHYSASSAULT	PHYSASSAULTF	DRUGVIO	DRUGVIOF	ALCOVIO	ALCOVIOF	WEAPON	WEAPONF	STOLENPROP	STOLENPROPF	ESCAPE	ESCAPEF	OTHERMAJVIO	OTHERMAJVIOF	NONCON2	BJSW
 11035035061000000000	011035035	AL	HOUSTON COUNTY	HOUSTON COUNTY JAIL	DOTHAN	36301	7	1.4136	308	0	0	0	308	0	0	9	1	3	0	258	0	47	0	3	0	0	0	308	0	3	0	86	1	0	9	0	9	222	1	0	9	0	9	0	9	308	0	147	0	157	0	3	0	0	0	0	0	0	0	0	0	Other	1	0	0	0	308	0	0	0	0	0	0	0	0	0	 	0	0	0	9	0	9	0	0	0	0	0	0	5	337	0	354	0	397	0	397	0	397	0	79	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.587581515
 11037037060000000000	011037037	AL	JEFFERSON COUNTY	JEFFERSON COUNTY	BIRMINGHAM	35203	1	1	1163	0	0	0	1163	0	0	9	1	5	0	967	0	171	0	17	0	8	0	1163	0	25	0	248	0	0	9	0	9	915	0	903	0	12	0	0	0	1163	0	372	0	791	0	0	8	0	8	0	8	0	8	0	8	 	0	0	0	0	1163	0	12	0	0	0	0	0	0	0	 	0	0	241	0	0	0	1	0	0	0	254	0	19	1186	0	1159	0	1044	0	1025	0	1066	0	276	0	10	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	20	0	153	0	1	3	0	0	0	2	0	0	0	0	12	0	22	0	0	0	0	0	0	0	1	0	0	0	5	1.078947425
 11045045060000000000	011045045	AL	MADISON COUNTY	MADISON COUNTY DETENTION FACILITY	Huntsville	35804	1	1	968	0	0	9	968	0	0	9	1	0	9	800	0	161	0	7	0	0	0	968	0	7	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	968	0	450	0	483	0	30	0	0	0	3	0	0	0	0	0	Oriential	2	0	0	0	968	0	0	0	0	0	0	9	0	0	 	0	8	52	0	0	9	14	0	0	9	66	0	22	981	0	927	1	1220	0	1050	0	1220	0	284	0	173	1	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	57	1	25	1	82	1	2	0	8	0	8	2	0	0	0	0	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	1.078947425
 11049049062000000000	011049049	AL	MOBILE COUNTY	MOBILE COUNTY JAIL	MOBILE	36601	1	1	1488	0	0	0	1488	0	0	9	1	6	0	1257	0	217	0	13	0	1	0	1488	0	14	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	1488	0	561	0	895	0	0	9	0	9	0	9	0	9	2	0	 	0	9	30	0	1488	0	19	0	0	0	0	0	0	0	 	0	9	203	0	0	9	0	9	0	9	222	0	25	1515	0	120	0	1630	0	0	9	0	9	83	0	482	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	56	0	241	0	2	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0	3	0	0	0	0	0	6	1.078947425
 11051051061000000000	011051051	AL	MONTGOMERY COUNTY	MONTGOMERY COUNTY DETENTION FACILITY	MONTGOMERY	36104	1	1	493	0	0	0	493	0	0	9	1	2	0	437	0	56	0	0	0	0	0	493	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	493	0	114	0	368	0	10	0	0	0	1	0	0	0	0	0	 	0	0	0	0	493	0	44	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	44	0	16	542	0	580	0	1290	0	0	9	0	9	78	0	95	0	0	0	26	0	0	0	8	0	0	0	26	0	0	0	25	0	0	0	5	0	0	0	5	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	31	0	187	0	2	0	0	0	0	2	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.078947425
 11056056061000000000	011056056	AL	RANDOLPH COUNTY	RANDOLPH COUNTY JAIL	WEDOWEE	36278	9	5.5377	65	0	0	0	65	0	0	0	1	1	0	55	0	9	0	1	0	0	0	65	0	1	0	50	1	40	1	10	1	15	1	15	1	0	1	0	1	65	0	18	0	47	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	65	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	20	67	0	60	1	70	0	70	1	70	1	21	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5.768437862
 11057057061000000000	011057057	AL	RUSSELL COUNTY	RUSSELL COUNTY JAIL	Phenix City	36868	2	2.4167	281	0	0	1	281	0	0	0	1	5	1	242	0	35	0	4	0	0	0	281	0	4	0	48	1	0	1	48	1	233	1	229	1	4	0	0	0	281	0	112	1	166	1	3	1	0	0	0	0	0	0	0	0	 	0	0	0	0	281	0	0	0	0	0	0	0	0	0	 	0	0	6	1	0	0	4	0	0	0	10	1	1	292	0	329	0	355	0	355	0	355	0	72	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	 	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2.416699886
 11061061061000000000	011061061	AL	TALLEDEGA COUNTY	TALLEDEGA COUNTY JAIL	TALLADEGA	35161	7	1.4136	299	0	0	0	299	0	2	0	1	5	0	237	0	60	0	2	0	0	0	299	0	2	0	91	0	3	0	88	0	208	0	208	0	0	0	0	0	299	0	161	0	137	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	299	0	1	0	0	0	1	0	0	0	 	0	0	88	0	0	0	0	0	0	0	90	0	30	299	0	273	1	385	0	385	0	385	0	50	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1.587581515
 11063063061000000000	011063063	AL	TUSCALOOSA COUNTY	TUSCALOOSA COUNTY JAIL	TUSCALOOSA	35401	1	1	640	0	10	0	650	0	2	0	1	24	1	575	0	62	0	3	0	0	0	640	0	3	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	640	0	201	0	431	0	8	0	0	0	0	0	0	0	0	0	 	0	0	0	0	640	0	7	0	0	0	1	0	0	0	 	0	0	22	0	1	0	2	0	1	0	34	0	18	648	0	643	0	540	0	540	0	540	0	264	0	271	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	10	0	0	0	0	0	 	0	0	10	0	9	0	1	0	0	0	0	0	10	0	0	0	10	0	10	0	72	0	14	0	86	0	2	0	0	0	0	2	0	0	0	0	108	0	10	0	11	0	8	0	3	0	0	0	0	0	34	1.078947425
 11064064062000000000	011064064	AL	WALKER COUNTY	WALKER COUNTY JAIL	Jasper	35501	8	2.7519	264	0	0	0	264	0	2	1	2	0	0	227	0	36	0	1	0	0	0	264	0	1	0	235	1	162	1	73	1	29	1	24	1	2	1	3	1	264	0	219	0	42	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	264	0	0	0	0	0	0	0	0	0	 	0	0	2	0	0	0	5	0	0	0	7	1	13	290	0	270	0	273	0	273	0	273	0	24	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01743412
 12025003061000000000	012025003	AL	FORT PAYNE CITY	FORT PAYNE CITY JAIL	FORT PAYNE	35967	10	15.7	16	0	0	0	16	0	0	0	1	0	0	15	0	1	0	0	0	0	0	16	0	0	0	5	0	0	0	5	0	11	0	11	0	0	0	0	0	16	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	16	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	2	23	0	13	0	50	0	33	0	50	0	38	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.98163223
 12035004061000000000	012035004	AL	DOTHAN CITY	DOTHAN CITY JAIL	DOTHAN	36303	9	5.5377	82	0	0	0	82	0	3	0	1	7	0	74	0	8	0	0	0	0	0	82	0	0	8	33	0	0	0	33	0	49	0	48	0	1	0	0	0	82	0	36	0	45	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	82	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	1	0	1	0	3	83	0	69	0	100	0	100	0	0	9	62	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5.768437862
 12036005061000000000	012036005	AL	SCOTTSBORO CITY	SCOTTSBORO CITY JAIL	SCOTTSBORO	35768	10	15.7	25	0	0	0	25	0	0	0	2	0	0	17	0	8	0	0	0	0	0	25	0	0	0	25	1	0	1	25	1	0	1	0	1	0	1	0	1	25	0	21	0	4	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	25	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	21	33	0	22	1	40	0	40	0	40	0	36	0	33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.98163223
 12037801061000000000	012037801	AL	HOOVER CITY	HOOVER CITY JAIL	Hoover	35244	9	5.5377	70	0	0	0	70	0	0	0	2	0	0	56	0	14	0	0	0	0	0	70	0	0	0	3	0	0	0	3	0	67	0	65	0	2	0	0	0	70	0	22	0	36	0	11	0	0	0	1	0	0	0	0	0	 	0	0	0	0	70	0	27	0	0	0	0	0	0	0	 	0	0	0	0	0	0	2	0	0	0	29	0	30	70	0	63	0	74	0	84	0	74	0	67	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.768437862
