faclid21	jurdid	state	county	faclname	city	zipP	stratum	finalweight	weight	confpop	confpopf	nconpop	nconpopf	totpop	totpopf	noncitz	noncitzf	week	weekn	weekf	adultm	adultmf	adultf	adultff	juvm	juvmf	juvf	juvff	totgender	totgenderf	adltjuv	adltjuvf	conv	convf	convunsent	convunsentf	convsent	convsentf	unconv	unconvf	unconvtrial	unconvtrialf	unconvhold	unconvholdf	unconvother	unconvotherf	s2qII3c	s2qII3cf	white	whitef	black	blackf	hisp	hispf	AIAN	AIANf	asian	asianf	nhopi	nhopif	tworace	tworacef	otherracespec	otherrace	otherracef	racedk	racedkf	racetotal	racetotalf	marshals	marshalsf	bop	bopf	ice	icef	bia	biaf	s2qII5a5spec	s2qII5a5	S2QII5A5F	instatepris	instateprisf	outstatepris	outstateprisf	instatejail	instatejailf	outstatejail	outstatejailf	s2qII5d	s2qII5df	peakdate	peakpop	peakpopf	adp	adpf	rated	ratedf	operation	operationf	design	designf	admis	admisf	release	releasef	convII10a	convII10af	unconvII10a	unconvII10af	convII10b	convII10bf	unconvII10b	unconvII10bf	convII10c	convII10cf	unconvII10c	unconvII10cf	convII10d	convII10df	unconvII10d	unconvII10df	convII10e	convII10ef	unconvII10e	unconvII10ef	convII10f	convfII10f	unconvII10f	unconvII10ff	s2II10gconv	s2II10gconvf	s2II10gfunconv	s2II10gfunconvf	emonitor	emonitorf	homedetn	homedetnf	commsrv	commsrvf	dayreport	dayreportf	pretrial	pretrialf	altwork	altworkf	treatment	treatmentf	otrnonconfs	otrnonconf	otrnonconff	nonconfd	nonconfdf	ADMLNCNF	ADMLNCNFF	ADFMNCNF	ADFMNCNFF	JVMLNCNF	JVMLNCNFF	JVFMNCNF	JVFMNCNFF	NCNFGNDR	NCNFGNDRF	CONVNCNF	CONVNCNFF	UNCNVNCF	UNCNVNCFF	TOTCNVST	TOTCNVSTF	corrstaff	corrstafff	otherstaff	otherstafff	s4qIV1c	s4qIV1cf	assaultstaffYN	assaultcorr	assaultcorrf	assaultotrstaff	assaultotrstafff	deathstaffYN	deathcorr	deathcorrf	deathotrstaff	deathotrstafff	physassault	physassaultf	drugvio	drugviof	alcovio	alcoviof	weapon	weaponf	stolenprop	stolenpropf	escape	escapef	othermajvio	othermajviof	NCONPOP2
011029029061000000000	011029029	1	FAYETTE COUNTY	FAYETTE COUNTY JAIL	Fayette	35555	9	5.5909	5.5377	55	1	0	0	55	0	0	0	2	0	0	48	1	7	1	0	1	0	1	55	1	0	8	5	0	0	0	5	0	50	0	50	0	0	0	0	0	55	0	42	1	13	1	0	1	0	1	0	1	0	1	0	1	 	0	0	0	0	55	0	0	0	0	0	0	0	0	0	 	0	0	5	0	0	0	0	0	0	0	5	0	1	68	0	58	0	60	1	55	1	57	1	5	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0
011033033061000000000	011033033	1	HALE COUNTY	HALE COUNTY JAIL	GREENSBORO	36744	9	5.5909	5.5377	57	0	0	0	57	0	0	0	2	0	0	50	0	7	0	0	0	0	0	57	0	0	0	3	0	0	0	3	0	54	0	54	0	0	0	0	0	57	0	14	0	43	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	57	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	13	65	0	55	0	71	0	71	0	71	0	10	0	8	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0
011035035061000000000	011035035	1	HOUSTON COUNTY	HOUSTON COUNTY JAIL	DOTHAN	36301	7	1.4136	1.4136	378	0	0	0	378	0	37	0	2	0	0	310	0	64	0	4	0	0	0	378	0	4	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	1732	0	140	0	219	0	19	0	0	0	0	0	0	0	0	0	 	0	0	0	0	378	0	0	9	0	9	0	9	0	9	 	0	9	0	9	0	9	0	9	0	9	0	9	0	0	9	569	1	368	1	0	9	0	9	1613	0	1379	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	0	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	3	0	0	9	0	9	0	9	0	9	3	0	3	0	0	9	3	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3
011037037060000000100	011037037	1	JEFFERSON COUNTY	JEFFERSON COUNTY	BIRMINGHAM	35203	1	1.0113	1	1271	0	0	0	1271	0	3	0	1	4	0	1102	0	160	0	9	0	0	0	1271	0	9	0	175	0	65	0	110	0	1096	0	1057	0	38	1	1	0	1271	0	434	1	837	1	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1271	0	7	0	0	0	3	0	0	0	ATF	1	0	175	0	0	9	1	0	0	9	187	0	25	1297	0	1189	1	1066	0	1025	0	1066	0	384	0	360	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	11	0	156	0	1	1	0	0	0	2	0	0	0	0	1	0	6	0	14	0	0	0	0	0	0	0	0	0	0
011041041061000000000	011041041	1	LEE COUNTY	LEE COUNTY DETENTION CENTER	OPELIKE	36803	7	1.4136	1.4136	431	0	0	0	431	0	6	0	1	14	0	351	0	72	0	8	0	0	0	431	0	8	0	158	0	61	0	97	0	273	0	241	0	32	0	0	0	431	0	172	0	244	0	14	0	0	0	1	0	0	0	0	0	 	0	0	0	0	431	0	2	0	0	0	0	0	0	0	 	0	0	30	0	0	0	0	0	0	0	32	0	0	0	9	386	1	432	0	432	0	432	0	157	0	151	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0
011045045060000000200	011045045	1	MADISON COUNTY	MADISON COUNTY DETENTION FACILITY	Huntsville	35801	1	1.0113	1	1070	0	23	0	1093	0	68	0	1	0	0	898	0	158	0	13	0	1	0	1070	0	13	0	428	1	0	9	0	9	642	0	0	9	0	9	0	9	1070	0	449	0	555	0	56	0	0	0	0	0	0	0	0	0	OTHER	10	0	0	0	1070	0	1	0	0	0	56	0	0	0	 	0	0	6	0	5	0	70	0	29	0	167	0	15	1083	0	1007	1	921	1	1050	0	768	0	364	0	314	0	10	1	200	1	6	1	5	1	25	1	15	1	15	1	5	1	20	1	5	1	5	1	3	1	81	1	233	1	19	0	4	0	0	0	0	0	0	0	0	0	0	0	 	0	0	23	0	0	9	0	9	0	9	0	9	23	0	23	0	0	0	23	0	184	0	13	0	197	0	1	21	1	0	0	2	0	0	0	0	133	0	0	0	0	0	0	0	0	0	1	0	0	0	23
011049049062000000000	011049049	1	MOBILE COUNTY	MOBILE COUNTY JAIL	MOBILE	36601	1	1.0113	1	1437	0	0	9	1437	0	17	0	1	0	9	1243	0	186	0	8	0	0	0	1437	0	8	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	1437	0	511	0	890	0	24	0	5	0	6	0	0	9	0	9	ARABIC	1	0	0	0	1437	0	47	0	0	0	0	0	0	0	 	0	0	337	0	0	0	238	0	0	0	622	0	24	1565	0	1450	0	1164	0	0	9	0	9	537	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	9	2	0	0	0	0	2	0	0	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0
011051051061000000000	011051051	1	MONTGOMERY COUNTY	MONTGOMERY COUNTY DETENTION FACILITY	MONTGOMERY	36104	1	1.0113	1	516	0	0	0	516	0	0	9	2	0	0	455	0	61	0	0	0	0	0	516	0	0	0	102	0	0	0	102	0	414	0	414	1	0	9	0	9	516	0	107	0	407	0	0	0	1	0	1	0	0	0	0	0	 	0	0	0	0	516	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	14	533	0	573	0	561	0	0	9	0	9	129	0	137	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	49	0	217	0	-9	0	9	0	9	-9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0
011056056061000000000	011056056	1	RANDOLPH COUNTY	RANDOLPH COUNTY JAIL	WEDOWEE	36278	9	5.5909	5.5377	54	0	0	0	54	0	2	0	1	2	0	41	0	13	0	0	0	0	0	54	0	0	0	50	1	0	0	50	1	4	0	4	0	0	0	0	0	54	0	35	0	17	0	2	0	0	0	0	0	0	0	0	0	 	0	0	0	0	54	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	27	57	0	60	1	72	0	72	0	72	0	6	0	11	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0
011057057061000000000	011057057	1	RUSSELL COUNTY	RUSSELL COUNTY JAIL	Phenix City	36868	2	2.4167	2.4167	297	0	0	0	297	0	0	0	1	5	1	253	0	44	0	0	0	0	0	297	0	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	297	0	132	1	164	1	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	297	0	0	9	0	9	0	9	0	9	 	0	9	9	0	0	9	0	9	0	9	9	0	11	347	0	294	0	235	0	235	0	215	0	56	0	82	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0
011061061061000000000	011061061	1	TALLEDEGA COUNTY	TALLEDEGA COUNTY JAIL	TALLADEGA	35160	7	1.4136	1.4136	243	0	0	0	243	0	0	0	2	0	0	204	0	39	0	0	0	0	0	243	0	0	0	115	0	56	0	59	0	128	0	128	0	0	0	0	0	243	0	130	0	111	0	2	0	0	0	0	0	0	0	0	0	 	0	0	0	0	243	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	13	249	0	253	1	185	0	185	0	185	0	105	0	97	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0
011063063061000000000	011063063	1	TUSCALOOSA COUNTY	TUSCALOOSA COUNTY JAIL	TUSCALOOSA	35401	1	1.0113	1	595	0	37	0	632	0	0	9	1	11	0	526	0	65	0	4	0	0	0	595	0	4	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	595	0	229	0	352	0	14	0	0	0	0	0	0	0	0	0	 	0	0	0	0	595	0	0	0	0	0	2	0	0	0	 	0	0	19	0	1	0	89	0	4	0	115	0	9	637	0	641	0	570	0	570	0	570	0	271	0	284	0	0	9	116	0	0	9	74	0	0	9	27	0	15	1	19	1	24	1	5	1	4	1	0	1	43	1	241	1	0	0	0	0	0	0	0	0	37	0	0	0	0	0	 	0	0	37	0	31	0	6	0	0	0	0	0	37	0	0	0	37	0	37	0	78	0	13	0	91	0	1	5	0	0	0	2	0	0	0	0	79	0	4	0	5	0	3	0	4	0	1	0	0	0	37
011064064062000000000	011064064	1	WALKER COUNTY	WALKER COUNTY JAIL	Jasper	35501	8	2.7519	2.7519	233	0	0	0	233	0	6	-9	2	0	0	198	0	33	0	2	0	0	0	233	0	2	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	233	0	177	0	50	0	6	0	0	9	0	9	0	9	0	9	 	0	9	0	0	233	0	1	0	3	0	6	0	0	9	 	0	9	33	0	0	9	9	0	0	9	52	0	25	241	0	173	0	278	0	230	0	278	0	45	0	46	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0
